Date,Original,Trendline,Prediction
2020-08-01,0.019552124,0.01508598299880326,
2020-09-01,0.010886104,0.014712893550710149,
2020-10-01,0.017789058,0.014339804102617038,
2020-11-01,0.011785362,0.013966714654523926,
2020-12-01,0.01645292,0.013593625206430815,
2021-01-01,0.019440089,0.021016796717889363,
2021-02-01,0.018710554,0.020643707269796252,
2021-03-01,0.021822441,0.02027061782170314,
2021-04-01,0.019831634,0.01989752837361003,
2021-05-01,0.016786092,0.019524438925516918,
2021-06-01,0.01997434,0.019151349477423807,
2021-07-01,0.026120995,0.018778260029331584,
2021-08-01,0.01964645,0.018405170581238472,
2021-09-01,0.018495346,0.01803208113314536,
2021-10-01,0.015737848,0.01765899168505225,
2021-11-01,0.015774664,0.01728590223695914,
2021-12-01,0.023445708,0.016912812788866027,
2022-01-01,0.026682149,0.024335984300324576,
2022-02-01,0.031410229,0.023962894852231464,
2022-03-01,0.032936914,0.023589805404138353,
2022-04-01,0.016150545,0.023216715956045242,
2022-05-01,0.020698762,0.02284362650795213,
2022-06-01,0.024206287,0.02247053705985902,
2022-07-01,0.01801633,0.022097447611766796,
2022-08-01,0.020072539,0.021724358163673685,
2022-09-01,0.009392772,0.021351268715580574,
2022-10-01,0.024872165,0.020978179267487462,
2022-11-01,0.016072662,0.02060508981939435,
2022-12-01,0.015524372,0.02023200037130124,
2023-01-01,0.025164634,0.027655171882760676,
2023-02-01,0.016768313,0.027282082434667565,
2023-03-01,0.026558057,0.026908992986574454,
2023-04-01,0.014720291,0.026535903538481342,
2023-05-01,0.01883747,0.02616281409038823,
2023-06-01,0.028534487,0.02578972464229512,
2023-07-01,0.025455501,0.025416635194202897,
2023-08-01,0.028575542,0.025043545746109785,
2023-09-01,0.025336588,0.024670456298016674,
2023-10-01,0.0274738,0.024297366849923563,
2023-11-01,0.025646492,0.02392427740183045,
2023-12-01,0.023815039,0.02355118795373734,
2024-01-01,0.025561494,0.03097435946519589,
2024-02-01,0.036631823,0.030601270017102777,
2024-03-01,0.023012505,0.030228180569009666,
2024-04-01,0.040304863,0.029855091120916555,0.040304863
2024-05-01,,0.029482001672823444,0.0321366343214117
2024-06-01,,0.029108912224730332,0.03273932883236515
2024-07-01,,0.02873582277663811,0.03272476729831903
2024-08-01,,0.028362733328544998,0.03245858412427248
2024-09-01,,0.027989643880451887,0.03183190750522593
