Date,Original,Trendline,Prediction
2020-08-01,0.003033188,0.001966279366588719,
2020-09-01,0.003290953,0.0019191333691731538,
2020-10-01,0.002491168,0.0018719873717575886,
2020-11-01,0.001207389,0.0018248413743419678,
2020-12-01,0.00186238,0.0017776953769264026,
2021-01-01,0.001881113,0.002093078391957881,
2021-02-01,0.001192423,0.002045932394542316,
2021-03-01,0.001601779,0.001998786397126695,
2021-04-01,0.001968042,0.0019516403997111298,
2021-05-01,0.001089449,0.0019044944022955645,
2021-06-01,0.002107529,0.0018573484048799993,
2021-07-01,0.002526507,0.0018102024074643785,
2021-08-01,0.002631519,0.0017630564100488133,
2021-09-01,0.001221056,0.001715910412633248,
2021-10-01,0.00098323,0.0016687644152176828,
2021-11-01,0.001331133,0.001621618417802062,
2021-12-01,0.001548315,0.0015744724203864968,
2022-01-01,0.002173311,0.0018898554354179753,
2022-02-01,0.001973658,0.00184270943800241,
2022-03-01,0.002011186,0.0017955634405867893,
2022-04-01,0.002033681,0.001748417443171224,
2022-05-01,0.001690925,0.0017012714457556588,
2022-06-01,0.001633132,0.0016541254483400936,
2022-07-01,0.000867142,0.0016069794509244728,
2022-08-01,0.001425518,0.0015598334535089076,
2022-09-01,0.000306052,0.0015126874560933423,
2022-10-01,0.001832411,0.001465541458677777,
2022-11-01,0.00201058,0.0014183954612621563,
2022-12-01,0.000784647,0.001371249463846591,
2023-01-01,0.001848082,0.0016866324788780696,
2023-02-01,0.001033096,0.0016394864814625043,
2023-03-01,0.001439262,0.0015923404840468836,
2023-04-01,0.001018649,0.0015451944866313183,
2023-05-01,0.001412329,0.001498048489215753,
2023-06-01,0.001545066,0.0014509024918001878,
2023-07-01,0.001664563,0.001403756494384567,
2023-08-01,0.001642689,0.0013566104969690018,
2023-09-01,0.00101422,0.0013094644995534366,
2023-10-01,0.001215702,0.0012623185021378713,
2023-11-01,0.001133789,0.0012151725047222506,
2023-12-01,0.000971567,0.0011680265073066853,
2024-01-01,0.0015922,0.0014834095223381083,
2024-02-01,0.001626253,0.001436263524922543,
2024-03-01,0.001334869,0.0013891175275069223,
2024-04-01,0.002872583,0.001341971530091357,0.002872583
2024-05-01,,0.0012948255326757918,0.0017396224913378965
2024-06-01,,0.0012476795352602266,0.0017274895776301146
2024-07-01,,0.0012005335378446058,0.0016082593139223036
2024-08-01,,0.0011533875404290406,0.0016347142502145214
2024-09-01,,0.0011062415430134753,0.0014206781915067387
